thisRow.t,notes,piloting,WelcomeScreen.started,textWelcome.started,polygonStart.started,text_ButtonStart.started,mouseStart.started,participant,Language Proficiency,date,expName,expVersion,psychopyVersion,expStart,
,,True,0.19852609999361448,0.21365469999727793,0.21365469999727793,0.21365469999727793,0.19855359999928623,,,,,,,,
